,basDt,idxNm,idxCsf,epyItmsCnt,clpr,vs,fltRt,mkp,hipr,lopr,trqu,trPrc,lstgMrktTotAmt,lsYrEdVsFltRg,lsYrEdVsFltRt,yrWRcrdHgst,yrWRcrdHgstDt,yrWRcrdLwst,yrWRcrdLwstDt,basPntm,basIdx
365,20240626,코스피,KOSPI시리즈,836,2792.05,17.66,.64,2767.43,2792.07,2762.98,535034373,11325142857725,2279120474336608,137,5.15,2807.63,20240620,0,20240627,19800104,100
366,20240625,코스피,KOSPI시리즈,836,2774.39,9.66,.35,2765.76,2780.42,2765.76,714242157,11767747562752,2265008233505110,119,4.49,2807.63,20240620,0,20240626,19800104,100
367,20240624,코스피,KOSPI시리즈,836,2764.73,-19.53,-.7,2772.85,2782.9,2758.09,594166310,11082706901587,2257243669014962,109,4.12,2807.63,20240620,0,20240625,19800104,100
368,20240621,코스피,KOSPI시리즈,835,2784.26,-23.37,-.83,2794.87,2797,2777.33,631143373,14492984699807,2270593310209150,129,4.86,2807.63,20240620,0,20240624,19800104,100
369,20240620,코스피,KOSPI시리즈,835,2807.63,10.3,.37,2802.1,2812.62,2796.37,758165860,13576969980405,2289946832082912,152,5.74,2807.63,20240620,0,20240621,19800104,100
370,20240619,코스피,KOSPI시리즈,835,2797.33,33.41,1.21,2786.16,2799.32,2786.16,646706151,14069563614982,2280984107505914,142,5.35,2797.33,20240619,0,20240620,19800104,100
371,20240618,코스피,KOSPI시리즈,835,2763.92,19.82,.72,2765.7,2772.35,2759.03,561975111,13269477858739,2254082532058439,109,4.09,2763.92,20240618,0,20240619,19800104,100
372,20240617,코스피,KOSPI시리즈,835,2744.1,-14.32,-.52,2754.83,2759.86,2741.03,593985068,12457645927392,2237952930934221,89,3.35,2758.42,20240614,0,20240618,19800104,100
373,20240614,코스피,KOSPI시리즈,835,2758.42,3.53,.13,2759.22,2769.16,2750.86,644979251,16187046354733,2250826809499794,103,3.88,2758.42,20240614,0,20240617,19800104,100
374,20240613,코스피,KOSPI시리즈,835,2754.89,26.72,.98,2764.18,2776.72,2752.61,700027275,19135858383663,2247116756582045,100,3.75,2757.09,20240326,0,20240614,19800104,100
375,20240612,코스피,KOSPI시리즈,835,2728.17,22.85,.84,2709.65,2730.3,2707.44,511008858,11839575564352,2224929133048683,73,2.75,2757.09,20240326,0,20240613,19800104,100
376,20240611,코스피,KOSPI시리즈,835,2705.32,4.15,.15,2716.72,2718.88,2702.17,558892980,11776520079436,2206744123013164,50,1.88,2757.09,20240326,0,20240612,19800104,100
377,20240610,코스피,KOSPI시리즈,835,2701.17,-21.5,-.79,2698.71,2718.89,2689.19,506891681,11327687402104,2203848894691709,46,1.73,2757.09,20240326,0,20240611,19800104,100
378,20240607,코스피,KOSPI시리즈,835,2722.67,33.17,1.23,2718.25,2729.63,2705.23,783870642,12465269602613,2221091055961770,67,2.54,2757.09,20240326,0,20240610,19800104,100
379,20240605,코스피,KOSPI시리즈,835,2689.5,27.4,1.03,2681.11,2697.43,2667.63,881481171,13624987518166,2194822320470817,34,1.29,2757.09,20240326,0,20240607,19800104,100
380,20240604,코스피,KOSPI시리즈,835,2662.1,-20.42,-.76,2668.73,2679.47,2659.43,773459815,12649033157359,2171834477055724,7,.26,2757.09,20240326,0,20240605,19800104,100
381,20240603,코스피,KOSPI시리즈,835,2682.52,46,1.74,2657.81,2690.73,2657.81,782329142,13995552060921,2188764087625754,27,1.03,2757.09,20240326,0,20240604,19800104,100
382,20240531,코스피,KOSPI시리즈,835,2636.52,1.08,.04,2657.87,2664.48,2635.77,613717789,16353906904146,2151017465412147,-19,-.71,2757.09,20240326,0,20240603,19800104,100
383,20240530,코스피,KOSPI시리즈,835,2635.44,-41.86,-1.56,2666.63,2666.63,2635.44,372741998,11132062547655,2150594911810807,-20,-.75,2757.09,20240326,0,20240531,19800104,100
384,20240529,코스피,KOSPI시리즈,835,2677.3,-45.55,-1.67,2719.56,2721.63,2677.07,438980914,13076460910800,2184383957054233,22,.83,2757.09,20240326,0,20240530,19800104,100
385,20240528,코스피,KOSPI시리즈,835,2722.85,-.14,-.01,2715.52,2730.12,2714.34,440956718,11586995502162,2221981776231337,68,2.54,2757.09,20240326,0,20240529,19800104,100
386,20240527,코스피,KOSPI시리즈,835,2722.99,35.39,1.32,2697.16,2725.08,2693.66,556709910,15847767781392,2222058046281292,68,2.55,2757.09,20240326,0,20240528,19800104,100
387,20240524,코스피,KOSPI시리즈,835,2687.6,-34.21,-1.26,2693.65,2696.99,2681.17,501638731,12363444691766,2193712334095006,32,1.22,2757.09,20240326,0,20240527,19800104,100
388,20240523,코스피,KOSPI시리즈,835,2721.81,-1.65,-.06,2719.03,2734.27,2704,428079461,11449262184318,2222186906186078,67,2.51,2757.09,20240326,0,20240524,19800104,100
389,20240522,코스피,KOSPI시리즈,835,2723.46,-.72,-.03,2723.46,2733.07,2707.87,484723878,12378510253371,2223391187575664,68,2.57,2757.09,20240326,0,20240523,19800104,100
390,20240521,코스피,KOSPI시리즈,835,2724.18,-17.96,-.65,2733.03,2734.48,2719.74,560818982,10490361130914,2223367539795622,69,2.59,2757.09,20240326,0,20240522,19800104,100
391,20240520,코스피,KOSPI시리즈,835,2742.14,17.52,.64,2741.24,2756.41,2734.64,582071105,12502253995995,2237911831916097,87,3.27,2757.09,20240326,0,20240521,19800104,100
392,20240517,코스피,KOSPI시리즈,835,2724.62,-28.38,-1.03,2751.47,2752.17,2724.62,575936318,11008339216044,2223763413963692,69,2.61,2757.09,20240326,0,20240520,19800104,100
393,20240516,코스피,KOSPI시리즈,835,2753,22.66,.83,2770.27,2773.46,2748.22,521841311,13253185991139,2246492512784154,98,3.68,2757.09,20240326,0,20240517,19800104,100
394,20240514,코스피,KOSPI시리즈,835,2730.34,3.13,.11,2732.98,2735.82,2722.74,443295551,9491099959143,2228236340852444,75,2.83,2757.09,20240326,0,20240516,19800104,100
395,20240513,코스피,KOSPI시리즈,835,2727.21,-.42,-.02,2735.2,2738.38,2713.92,625277713,13054660270065,2226373173373837,72,2.71,2757.09,20240326,0,20240514,19800104,100
396,20240510,코스피,KOSPI시리즈,836,2727.63,15.49,.57,2737.95,2743.58,2723.21,586133434,11566879277171,2226624818720776,72,2.72,2757.09,20240326,0,20240513,19800104,100
397,20240509,코스피,KOSPI시리즈,836,2712.14,-32.91,-1.2,2743.29,2749.14,2710.25,423810541,11102793125978,2216794075957826,57,2.14,2757.09,20240326,0,20240510,19800104,100
398,20240508,코스피,KOSPI시리즈,835,2745.05,10.69,.39,2732.11,2745.05,2727.93,436315210,10293632989622,2243933670998562,90,3.38,2757.09,20240326,0,20240509,19800104,100
399,20240507,코스피,KOSPI시리즈,835,2734.36,57.73,2.16,2718.17,2734.36,2716.62,532203424,11153672379482,2228259503005163,79,2.98,2757.09,20240326,0,20240508,19800104,100
400,20240503,코스피,KOSPI시리즈,835,2676.63,-7.02,-.26,2704.31,2705.26,2676.63,338612027,7850446650277,2180854242187852,21,.8,2757.09,20240326,0,20240507,19800104,100
401,20240502,코스피,KOSPI시리즈,835,2683.65,-8.41,-.31,2679.04,2692.47,2678.84,351087270,9059052787751,2186876849586271,28,1.07,2757.09,20240326,0,20240503,19800104,100
402,20240430,코스피,KOSPI시리즈,835,2692.06,4.62,.17,2693.22,2710.23,2687.29,460083516,11347130197832,2193843858061216,37,1.39,2757.09,20240326,0,20240502,19800104,100
403,20240429,코스피,KOSPI시리즈,835,2687.44,31.11,1.17,2675.46,2687.44,2665.21,470546033,10491387518238,2189691725743463,32,1.21,2757.09,20240326,0,20240430,19800104,100
404,20240426,코스피,KOSPI시리즈,835,2656.33,27.71,1.05,2650.94,2662.1,2641.35,450520678,10148866094724,2164477450575646,1,.04,2757.09,20240326,0,20240429,19800104,100
405,20240425,코스피,KOSPI시리즈,835,2628.62,-47.13,-1.76,2646.8,2656.51,2628.62,334062359,8987958983331,2142440794883830,-27,-1,2757.09,20240326,0,20240426,19800104,100
406,20240424,코스피,KOSPI시리즈,835,2675.75,52.73,2.01,2662.84,2677.85,2662.84,325739636,10227694656817,2180629130374121,20,.77,2757.09,20240326,0,20240425,19800104,100
407,20240423,코스피,KOSPI시리즈,835,2623.02,-6.42,-.24,2632.15,2641.78,2619.72,430275765,9948338030037,2137640962658347,-32,-1.21,2757.09,20240326,0,20240424,19800104,100
408,20240422,코스피,KOSPI시리즈,835,2629.44,37.58,1.45,2615.72,2629.44,2604.37,401892185,11021071197748,2143157215871340,-26,-.97,2757.09,20240326,0,20240423,19800104,100
409,20240419,코스피,KOSPI시리즈,835,2591.86,-42.84,-1.63,2600.69,2609.9,2553.55,809473426,14044807236711,2113960517731474,-63,-2.39,2757.09,20240326,0,20240422,19800104,100
410,20240418,코스피,KOSPI시리즈,835,2634.7,50.52,1.95,2595.46,2642.03,2593.26,478786204,10571079673653,2148591606593171,-21,-.78,2757.09,20240326,0,20240419,19800104,100
411,20240417,코스피,KOSPI시리즈,835,2584.18,-25.45,-.98,2619.15,2626.63,2584.18,414348111,9779317782734,2108636206256260,-71,-2.68,2757.09,20240326,0,20240418,19800104,100
412,20240416,코스피,KOSPI시리즈,835,2609.63,-60.8,-2.28,2644.17,2647.6,2601.45,570212078,12257738700180,2129095533863437,-46,-1.72,2757.09,20240326,0,20240417,19800104,100
413,20240415,코스피,KOSPI시리즈,835,2670.43,-11.39,-.42,2661.36,2673.26,2641.16,561950019,10506647345531,2179146668534823,15,.57,2757.09,20240326,0,20240416,19800104,100
414,20240412,코스피,KOSPI시리즈,835,2681.82,-25.14,-.93,2710.89,2712.45,2678.21,514575252,11903471260891,2189191729846839,27,1,2757.09,20240326,0,20240415,19800104,100
415,20240411,코스피,KOSPI시리즈,835,2706.96,1.8,.07,2665.4,2718.07,2661.92,561333352,12789892903761,2209845127261173,52,1.95,2757.09,20240326,0,20240412,19800104,100
416,20240409,코스피,KOSPI시리즈,835,2705.16,-12.49,-.46,2733.23,2741.23,2703.96,470183666,10037704753832,2207593683288588,50,1.88,2757.09,20240326,0,20240411,19800104,100
417,20240408,코스피,KOSPI시리즈,835,2717.65,3.44,.13,2718.76,2725.58,2706.74,620652526,10560913230739,2218358194498119,62,2.35,2757.09,20240326,0,20240409,19800104,100
418,20240405,코스피,KOSPI시리즈,835,2714.21,-27.79,-1.01,2713.96,2730.47,2705.31,621030559,11293864180906,2215451533029409,59,2.22,2757.09,20240326,0,20240408,19800104,100
419,20240404,코스피,KOSPI시리즈,835,2742,35.03,1.29,2738.24,2746.39,2727.1,477952756,11978193544511,2238039850882680,87,3.27,2757.09,20240326,0,20240405,19800104,100
420,20240403,코스피,KOSPI시리즈,835,2706.97,-46.19,-1.68,2730.68,2732.29,2706.97,640806255,13257039663440,2209038426589524,52,1.95,2757.09,20240326,0,20240404,19800104,100
421,20240402,코스피,KOSPI시리즈,835,2753.16,5.3,.19,2744.15,2760.33,2737.19,630392908,13116888253006,2247045532300401,98,3.69,2757.09,20240326,0,20240403,19800104,100
422,20240401,코스피,KOSPI시리즈,835,2747.86,1.23,.04,2766.24,2769.87,2747.4,397600506,10066834746484,2241082877779755,93,3.49,2757.09,20240326,0,20240402,19800104,100
423,20240329,코스피,KOSPI시리즈,834,2746.63,.81,.03,2757.27,2757.55,2739.12,495495575,11190102648960,2240537707931380,91,3.44,2757.09,20240326,0,20240401,19800104,100
424,20240328,코스피,KOSPI시리즈,834,2745.82,-9.29,-.34,2753.22,2756.86,2742.68,419277948,11925008942773,2239561710047378,91,3.41,2757.09,20240326,0,20240329,19800104,100
425,20240327,코스피,KOSPI시리즈,834,2755.11,-1.98,-.07,2745,2762.03,2745,510644016,12461944297042,2246759368908432,100,3.76,2757.09,20240326,0,20240328,19800104,100
426,20240326,코스피,KOSPI시리즈,834,2757.09,19.52,.71,2756.42,2779.4,2752.27,448300913,12188273305400,2248074960180936,102,3.83,2757.09,20240326,0,20240327,19800104,100
427,20240325,코스피,KOSPI시리즈,834,2737.57,-10.99,-.4,2756.59,2763.63,2731.7,489620187,9979717463873,2230450709812806,82,3.1,2754.86,20240321,0,20240326,19800104,100
428,20240322,코스피,KOSPI시리즈,834,2748.56,-6.3,-.23,2751.15,2763.06,2738.18,509545275,11532687277699,2240018470676891,93,3.51,2754.86,20240321,0,20240325,19800104,100
429,20240321,코스피,KOSPI시리즈,834,2754.86,64.72,2.41,2731.18,2755.45,2724.25,825226939,14013557214292,2244169943853590,100,3.75,2754.86,20240321,0,20240322,19800104,100
430,20240320,코스피,KOSPI시리즈,834,2690.14,33.97,1.28,2680.7,2692.52,2674.09,720451805,12739395278981,2190991693310006,35,1.31,2718.76,20240314,0,20240321,19800104,100
431,20240319,코스피,KOSPI시리즈,834,2656.17,-29.67,-1.1,2673.57,2673.57,2645.14,695865617,10702804612977,2162284635365968,1,.03,2718.76,20240314,0,20240320,19800104,100
432,20240318,코스피,KOSPI시리즈,834,2685.84,19,.71,2678.52,2688.07,2665.28,408182483,9523805666900,2186414425213829,31,1.15,2718.76,20240314,0,20240319,19800104,100
433,20240315,코스피,KOSPI시리즈,834,2666.84,-51.92,-1.91,2701.91,2705.59,2666.84,584947718,13235768120641,2171246910784166,12,.44,2718.76,20240314,0,20240318,19800104,100
434,20240314,코스피,KOSPI시리즈,834,2718.76,25.19,.94,2698.37,2718.76,2696.31,609288045,14142602900461,2214176883564676,63,2.39,2718.76,20240314,0,20240315,19800104,100
435,20240313,코스피,KOSPI시리즈,834,2693.57,11.76,.44,2694.71,2701.45,2679.54,498759769,10957571435594,2193638398555053,38,1.44,2693.57,20240313,0,20240314,19800104,100
436,20240312,코스피,KOSPI시리즈,834,2681.81,21.97,.83,2673.47,2686.14,2659.72,403969278,9731030845026,2183694627398137,27,1,2681.81,20240312,0,20240313,19800104,100
437,20240311,코스피,KOSPI시리즈,834,2659.84,-20.51,-.77,2665.58,2677.21,2658.74,391384816,8856058910332,2165991239911813,5,.17,2680.35,20240308,0,20240312,19800104,100
438,20240308,코스피,KOSPI시리즈,834,2680.35,32.73,1.24,2676.79,2688,2668.38,454259855,11479440624975,2183434413990576,25,.94,2680.35,20240308,0,20240311,19800104,100
439,20240307,코스피,KOSPI시리즈,834,2647.62,6.13,.23,2653.98,2660.26,2633.57,462910823,10871921043030,2157093122013549,-8,-.29,2680.26,20240219,0,20240308,19800104,100
440,20240306,코스피,KOSPI시리즈,834,2641.49,-7.91,-.3,2638.84,2649.78,2630.16,378993989,10533005950271,2152385363230447,-14,-.52,2680.26,20240219,0,20240307,19800104,100
441,20240305,코스피,KOSPI시리즈,834,2649.4,-24.87,-.93,2660.8,2684.83,2649.35,457237152,12207053152140,2159737907605954,-6,-.22,2680.26,20240219,0,20240306,19800104,100
442,20240304,코스피,KOSPI시리즈,834,2674.27,31.91,1.21,2664.52,2682.8,2662.32,404014324,12680157695305,2180068721681928,19,.72,2680.26,20240219,0,20240305,19800104,100
443,20240229,코스피,KOSPI시리즈,835,2642.36,-9.93,-.37,2643.48,2647.56,2628.62,496064469,12975398337140,2154501763495998,-13,-.49,2680.26,20240219,0,20240304,19800104,100
444,20240228,코스피,KOSPI시리즈,835,2652.29,27.24,1.04,2629.11,2657.32,2623.15,421552569,10266442750037,2160300898648426,-3,-.11,2680.26,20240219,0,20240229,19800104,100
445,20240227,코스피,KOSPI시리즈,834,2625.05,-22.03,-.83,2654.76,2654.76,2619.38,574301706,12634501574691,2138605308580859,-30,-1.14,2680.26,20240219,0,20240228,19800104,100
446,20240226,코스피,KOSPI시리즈,834,2647.08,-20.62,-.77,2657.35,2659.6,2629.78,531661427,10950640820454,2154285533222444,-8,-.31,2680.26,20240219,0,20240227,19800104,100
447,20240223,코스피,KOSPI시리즈,834,2667.7,3.43,.13,2681.03,2694.8,2665.21,415376166,10282074497042,2172012827862754,12,.47,2680.26,20240219,0,20240226,19800104,100
448,20240222,코스피,KOSPI시리즈,834,2664.27,10.96,.41,2671.69,2671.69,2653.99,456396847,10278918996172,2169296821127555,9,.34,2680.26,20240219,0,20240223,19800104,100
449,20240221,코스피,KOSPI시리즈,834,2653.31,-4.48,-.17,2656.92,2670.95,2644.04,562144348,9150151196628,2160613141082502,-2,-.07,2680.26,20240219,0,20240222,19800104,100
450,20240220,코스피,KOSPI시리즈,834,2657.79,-22.47,-.84,2671.55,2673.84,2643.93,612668186,9999238286778,2164246683674156,3,.09,2680.26,20240219,0,20240221,19800104,100
451,20240219,코스피,KOSPI시리즈,834,2680.26,31.5,1.19,2653.12,2683.39,2653.12,422699048,9820891305363,2182000859841736,25,.94,2680.26,20240219,0,20240220,19800104,100
452,20240216,코스피,KOSPI시리즈,834,2648.76,34.96,1.34,2635.63,2648.76,2625.01,593841761,10221803977167,2156678843913596,-7,-.25,2669.81,20240102,0,20240219,19800104,100
453,20240215,코스피,KOSPI시리즈,834,2613.8,-6.62,-.25,2643.81,2643.86,2613.8,621363093,10691023734593,2128007409746468,-41,-1.56,2669.81,20240102,0,20240216,19800104,100
454,20240214,코스피,KOSPI시리즈,834,2620.42,-29.22,-1.1,2609.6,2627.31,2601.99,543525036,10107666432067,2134335214502237,-35,-1.31,2669.81,20240102,0,20240215,19800104,100
455,20240213,코스피,KOSPI시리즈,834,2649.64,29.32,1.12,2644.17,2656.87,2640.96,559385295,13294428567621,2157419255239933,-6,-.21,2669.81,20240102,0,20240214,19800104,100
456,20240208,코스피,KOSPI시리즈,834,2620.32,10.74,.41,2620.26,2629.51,2610.21,430009355,12493447627224,2132384707693318,-35,-1.32,2669.81,20240102,0,20240213,19800104,100
457,20240207,코스피,KOSPI시리즈,834,2609.58,33.38,1.3,2592.59,2625.24,2588.09,518182343,11491680255121,2123763208093908,-46,-1.72,2669.81,20240102,0,20240208,19800104,100
458,20240206,코스피,KOSPI시리즈,834,2576.2,-15.11,-.58,2584.2,2599.18,2563.87,411617635,10386506269960,2095645930554876,-79,-2.98,2669.81,20240102,0,20240207,19800104,100
459,20240205,코스피,KOSPI시리즈,834,2591.31,-24,-.92,2612.77,2612.77,2562.5,511677820,12476233311073,2107741572677307,-64,-2.41,2669.81,20240102,0,20240206,19800104,100
460,20240202,코스피,KOSPI시리즈,834,2615.31,72.85,2.87,2559.4,2615.34,2559.39,596121129,14368149719486,2126219526202082,-40,-1.51,2669.81,20240102,0,20240205,19800104,100
461,20240201,코스피,KOSPI시리즈,834,2542.46,45.37,1.82,2491.93,2542.46,2491.93,751074606,13462481624148,2067112301934090,-113,-4.25,2669.81,20240102,0,20240202,19800104,100
462,20240131,코스피,KOSPI시리즈,834,2497.09,-1.72,-.07,2487.9,2502.45,2486.97,454574443,9000429911787,2030032668710527,-158,-5.96,2669.81,20240102,0,20240201,19800104,100
463,20240130,코스피,KOSPI시리즈,835,2498.81,-1.84,-.07,2523.68,2528.54,2498.81,481808939,8734431084623,2032788176215422,-156,-5.89,2669.81,20240102,0,20240131,19800104,100
464,20240129,코스피,KOSPI시리즈,835,2500.65,22.09,.89,2490.93,2516.92,2483.81,427439639,8958520572993,2034462573480314,-155,-5.82,2669.81,20240102,0,20240130,19800104,100
465,20240126,코스피,KOSPI시리즈,834,2478.56,8.22,.33,2458.05,2502.61,2453.45,292662412,7144493302087,2009937343154269,-177,-6.66,2669.81,20240102,0,20240129,19800104,100
466,20240125,코스피,KOSPI시리즈,834,2470.34,.65,.03,2467.73,2474.01,2452.36,357233504,8124338284896,2003599594512515,-185,-6.96,2669.81,20240102,0,20240126,19800104,100
467,20240124,코스피,KOSPI시리즈,834,2469.69,-8.92,-.36,2476.22,2476.22,2454.34,395463694,7446526589060,2003932327419686,-186,-6.99,2669.81,20240102,0,20240125,19800104,100
468,20240123,코스피,KOSPI시리즈,834,2478.61,14.26,.58,2478.32,2482.84,2464.24,472284165,8029400288499,2010744285970351,-177,-6.65,2669.81,20240102,0,20240124,19800104,100
469,20240122,코스피,KOSPI시리즈,834,2464.35,-8.39,-.34,2489.57,2490.69,2464.35,388045571,8419915774574,1999139797919650,-191,-7.19,2669.81,20240102,0,20240123,19800104,100
470,20240119,코스피,KOSPI시리즈,834,2472.74,32.7,1.34,2468.43,2479,2455.5,518806918,9174537029762,2005853267137231,-183,-6.87,2669.81,20240102,0,20240122,19800104,100
471,20240118,코스피,KOSPI시리즈,834,2440.04,4.14,.17,2439.96,2453.97,2429.12,571507487,8300177532644,1978349880698514,-215,-8.11,2669.81,20240102,0,20240119,19800104,100
472,20240117,코스피,KOSPI시리즈,834,2435.9,-61.69,-2.47,2501.23,2503.91,2435.34,965595357,11281597951689,1975074608228092,-219,-8.26,2669.81,20240102,0,20240118,19800104,100
473,20240116,코스피,KOSPI시리즈,834,2497.59,-28.4,-1.12,2516.27,2524.35,2491.13,659578602,8828509480164,2024555060865416,-158,-5.94,2669.81,20240102,0,20240117,19800104,100
474,20240115,코스피,KOSPI시리즈,834,2525.99,.94,.04,2525.69,2536.06,2515.84,802102006,8182706743844,2047779701417268,-129,-4.87,2669.81,20240102,0,20240116,19800104,100
475,20240112,코스피,KOSPI시리즈,834,2525.05,-15.22,-.6,2536.55,2543.83,2517.76,790177187,8368765827550,2047248114238733,-130,-4.9,2669.81,20240102,0,20240115,19800104,100
476,20240111,코스피,KOSPI시리즈,834,2540.27,-1.71,-.07,2543.03,2557.3,2540.27,788422596,13669889824902,2043896294511727,-115,-4.33,2669.81,20240102,0,20240112,19800104,100
477,20240110,코스피,KOSPI시리즈,834,2541.98,-19.26,-.75,2563.97,2568.19,2539.82,570021066,8795834820834,2045533566125824,-113,-4.27,2669.81,20240102,0,20240111,19800104,100
478,20240109,코스피,KOSPI시리즈,834,2561.24,-6.58,-.26,2598.31,2599.37,2556,791214273,8896714487368,2061575745648289,-94,-3.54,2669.81,20240102,0,20240110,19800104,100
479,20240108,코스피,KOSPI시리즈,834,2567.82,-10.26,-.4,2584.23,2591.68,2566.34,320143990,6763632029996,2067290656237408,-87,-3.29,2669.81,20240102,0,20240109,19800104,100
480,20240105,코스피,KOSPI시리즈,834,2578.08,-8.94,-.35,2586.89,2592.29,2572.6,522289892,8384472928787,2075148802709824,-77,-2.91,2669.81,20240102,0,20240108,19800104,100
481,20240104,코스피,KOSPI시리즈,834,2587.02,-20.29,-.78,2592.44,2602.64,2580.09,770176172,8992273956601,2081862659594752,-68,-2.57,2669.81,20240102,0,20240105,19800104,100
482,20240103,코스피,KOSPI시리즈,834,2607.31,-62.5,-2.34,2643.54,2643.72,2607.31,463131608,10121578328315,2096573473823721,-48,-1.81,2669.81,20240102,0,20240104,19800104,100
483,20240102,코스피,KOSPI시리즈,834,2669.81,14.53,.55,2645.47,2675.8,2641.88,409871688,9628190129018,2147223894556881,15,.55,2669.81,20240102,0,20240103,19800104,100
